"Indeksi";"GDO_GID";"VAYLAT";"RIV summa"
"8970";"203817";"100";"14,8"
"8975";"203817";"100";"14,8"
"8980";"203817";"100";"14,8"
"8985";"203817";"100";"14,8"
"8990";"203817";"100";"14,8"
"8995";"203817";"100";"14,8"
"9000";"203817";"100";"14,8"
"9005";"203817";"100";"14,8"
"9010";"203817";"100";"14,8"
"9015";"203817";"100";"14,8"
"9020";"203817";"100";"14,8"
"9025";"203817";"100";"14,8"
"9030";"203817";"100";"14,8"
"9035";"203817";"100";"14,8"
"9040";"203817";"100";"14,8"
"9045";"203817";"100";"14,8"
"9050";"203817";"100";"14,8"
"9055";"203817";"100";"14,8"
"9060";"203817";"100";"14,8"
"9065";"203817";"100";"14,8"
"9070";"203817";"100";"14,8"
"9075";"203817";"100";"14,8"
"9080";"203817";"100";"14,8"
"9085";"203817";"100";"14,8"
"9090";"203817";"100";"14,8"
"9095";"203817";"100";"14,8"
"9100";"203817";"100";"14,8"
"9105";"203817";"100";"14,8"
"9110";"203817";"100";"14,8"
"9115";"203817";"100";"14,8"
"9120";"203817";"100";"14,8"
"9125";"203817";"100";"14,8"
"9130";"203817";"100";"14,8"
"9135";"203817";"100";"14,8"
"9140";"203817";"100";"14,8"
"9145";"203817";"100";"14,8"
"9150";"203817";"100";"14,8"
"9155";"203817";"100";"14,8"
"9160";"203817";"100";"14,8"
"9165";"203817";"100";"14,8"
"9170";"203817";"100";"14,8"
"9175";"203817";"100";"14,8"
"9180";"203817";"100";"14,8"
"9185";"203817";"100";"14,8"
"9190";"203817";"100";"14,8"
"9195";"203817";"100";"14,8"
"9200";"203817";"100";"14,8"
"9205";"203817";"100";"14,8"
"9210";"203817";"100";"14,8"
"9215";"203817";"100";"14,8"
"9220";"203817";"100";"14,8"
"9225";"203817";"100";"14,8"
